date,gpu architecture,percentage
2022-10-01,GCN 5.0,0.0161
2022-10-01,Generation 6.0,0.002
2022-10-01,Generation 7.0,0.0056
2022-10-01,Generation 7.5,0.0054
2022-10-01,Generation 9.0,0.0031
2022-10-01,Generation 8.0,0.0019
2022-10-01,Generation 9.5,0.0135
2022-10-01,Generation 12.1/Generation 12.2,0.013
2022-10-01,Maxwell,0.011
2022-10-01,Pascal,0.19370000000000004
2022-10-01,Turing 16,0.14850000000000002
2022-10-01,Kepler,0.0033
2022-10-01,Maxwell 2.0,0.0208
2022-10-01,Turing,0.1272
2022-10-01,Ampere,0.2329
2022-11-01,Unknown,0.163
2022-11-01,GCN 4.0,0.0359
2022-11-01,RDNA 1.0,0.011
2022-11-01,RDNA 2.0,0.016800000000000002
2022-11-01,GCN 5.0,0.0175
2022-11-01,Generation 6.0,0.0021
2022-11-01,Generation 7.0,0.006
2022-11-01,Generation 7.5,0.006200000000000001
2022-11-01,Generation 9.0,0.0032
2022-11-01,Generation 8.0,0.0021
2022-11-01,Generation 9.5,0.0166
2022-11-01,Generation 12.1/Generation 12.2,0.0157
2022-11-01,Maxwell,0.0124
2022-11-01,Pascal,0.18070000000000003
2022-11-01,Turing 16,0.1476
2022-11-01,Kepler,0.0036
2022-11-01,Maxwell 2.0,0.02
2022-11-01,Turing,0.1061
2022-11-01,Ampere,0.2329
2022-12-01,Unknown,0.1612
2022-12-01,GCN 4.0,0.0349
2022-12-01,RDNA 1.0,0.010700000000000001
2022-12-01,RDNA 2.0,0.0177
2022-12-01,GCN 5.0,0.017300000000000003
2022-12-01,Generation 6.0,0.0037
2022-12-01,Generation 7.0,0.0063
2022-12-01,Generation 7.5,0.006500000000000001
2022-12-01,Generation 9.0,0.0051
2022-12-01,Generation 8.0,0.0023
2022-12-01,Generation 9.5,0.019
2022-12-01,Generation 12.1/Generation 12.2,0.0165
2022-12-01,Maxwell,0.012299999999999998
2022-12-01,Pascal,0.1752
2022-12-01,Turing 16,0.1475
2022-12-01,Kepler,0.0035
2022-12-01,Maxwell 2.0,0.0188
2022-12-01,Turing,0.10669999999999999
2022-12-01,Ampere,0.2348
2023-01-01,Unknown,0.1649
2023-01-01,GCN 4.0,0.0353
2023-01-01,RDNA 1.0,0.0108
2023-01-01,RDNA 2.0,0.019100000000000002
2023-01-01,GCN 5.0,0.017
2023-01-01,Generation 6.0,0.0038000000000000004
2023-01-01,Generation 7.0,0.0063
2023-01-01,Generation 7.5,0.0065
2023-01-01,Generation 9.0,0.0052
2023-01-01,Generation 8.0,0.0022
2023-01-01,Generation 9.5,0.018699999999999998
2023-01-01,Generation 12.1/Generation 12.2,0.017
2023-01-01,Maxwell,0.012199999999999999
2023-01-01,Pascal,0.16940000000000002
2023-01-01,Turing 16,0.1452
2023-01-01,Kepler,0.0034000000000000002
2023-01-01,Maxwell 2.0,0.0166
2023-01-01,Turing,0.1012
2023-01-01,Ampere,0.2431
2023-01-01,Ada Lovelace,0.0024
2023-02-01,Unknown,0.1595
2023-02-01,GCN 4.0,0.033499999999999995
2023-02-01,RDNA 1.0,0.0108
2023-02-01,RDNA 2.0,0.019200000000000002
2023-02-01,GCN 5.0,0.0155
2023-02-01,Generation 6.0,0.002
2023-02-01,Generation 7.0,0.0055
2023-02-01,Generation 7.5,0.0056
2023-02-01,Generation 9.0,0.0032
2023-02-01,Generation 8.0,0.002
2023-02-01,Generation 9.5,0.015600000000000001
2023-02-01,Generation 12.1/Generation 12.2,0.0171
2023-02-01,Maxwell,0.0111
2023-02-01,Pascal,0.1628
2023-02-01,Turing 16,0.1434
2023-02-01,Kepler,0.0017
2023-02-01,Maxwell 2.0,0.0156
2023-02-01,Turing,0.1053
2023-02-01,Ampere,0.2637
2023-02-01,Ada Lovelace,0.0069
2023-03-01,Unknown,0.1252
2023-03-01,GCN 4.0,0.018099999999999998
2023-03-01,RDNA 1.0,0.0074
2023-03-01,RDNA 2.0,0.0115
2023-03-01,GCN 5.0,0.009500000000000001
2023-03-01,Generation 7.0,0.0018
2023-03-01,Generation 7.5,0.0017
2023-03-01,Generation 9.0,0.0018
2023-03-01,Generation 9.5,0.006500000000000001
2023-03-01,Generation 12.1/Generation 12.2,0.0106
2023-03-01,Maxwell,0.0034999999999999996
2023-03-01,Pascal,0.1603
2023-03-01,Turing 16,0.12
2023-03-01,Maxwell 2.0,0.0131
2023-03-01,Turing,0.1572
2023-03-01,Ampere,0.345
2023-03-01,Ada Lovelace,0.006699999999999999
2023-05-01,Unknown,0.15789999999999998
2023-05-01,GCN 4.0,0.0306
2023-05-01,RDNA 1.0,0.011
2023-05-01,RDNA 2.0,0.0223
2023-05-01,GCN 5.0,0.0148
2023-05-01,Generation 6.0,0.0019
2023-05-01,Generation 7.0,0.0055
2023-05-01,Generation 7.5,0.0056
2023-05-01,Generation 9.0,0.0032
2023-05-01,Generation 8.0,0.0019
2023-05-01,Generation 9.5,0.015600000000000001
2023-05-01,Generation 12.1/Generation 12.2,0.0176
2023-05-01,Maxwell,0.0102
2023-05-01,Pascal,0.152
2023-05-01,Turing 16,0.1421
2023-05-01,Kepler,0.0016
2023-05-01,Maxwell 2.0,0.0142
2023-05-01,Turing,0.10170000000000001
2023-05-01,Ampere,0.2729
2023-05-01,Ada Lovelace,0.0175
2023-06-01,Unknown,0.1607
2023-06-01,GCN 4.0,0.0278
2023-06-01,RDNA 1.0,0.0108
2023-06-01,RDNA 2.0,0.0258
2023-06-01,GCN 5.0,0.0138
2023-06-01,Generation 6.0,0.0018
2023-06-01,Generation 7.0,0.0052
2023-06-01,Generation 7.5,0.0055
2023-06-01,Generation 9.0,0.0047
2023-06-01,Generation 8.0,0.0019
2023-06-01,Generation 9.5,0.0152
2023-06-01,Generation 12.1/Generation 12.2,0.017
2023-06-01,Maxwell,0.006299999999999999
2023-06-01,Pascal,0.14290000000000003
2023-06-01,Turing 16,0.1539
2023-06-01,Kepler,0.0015
2023-06-01,Maxwell 2.0,0.0138
2023-06-01,Turing,0.09589999999999999
2023-06-01,Ampere,0.2662
2023-06-01,Ada Lovelace,0.0291
2023-07-01,Unknown,0.1627
2023-07-01,GCN 4.0,0.0296
2023-07-01,RDNA 1.0,0.0115
2023-07-01,RDNA 2.0,0.0279
2023-07-01,RDNA 3.0,0.0017
2023-07-01,GCN 5.0,0.014100000000000001
2023-07-01,Generation 6.0,0.0037999999999999996
2023-07-01,Generation 7.0,0.006
2023-07-01,Generation 7.5,0.0062
2023-07-01,Generation 9.0,0.0052
2023-07-01,Generation 8.0,0.002
2023-07-01,Generation 9.5,0.0178
2023-07-01,Generation 12.1/Generation 12.2,0.0181
2023-07-01,Maxwell,0.0065
2023-07-01,Pascal,0.1436
2023-07-01,Turing 16,0.1272
2023-07-01,Maxwell 2.0,0.0138
2023-07-01,Turing,0.1001
2023-07-01,Ampere,0.2647
2023-07-01,Ada Lovelace,0.0372
2023-08-01,Unknown,0.1595
2023-08-01,GCN 4.0,0.0272
2023-08-01,RDNA 1.0,0.0114
2023-08-01,RDNA 2.0,0.0295
2023-08-01,RDNA 3.0,0.0023
2023-08-01,GCN 5.0,0.0126
2023-08-01,Generation 6.0,0.0018
2023-08-01,Generation 7.0,0.0052
2023-08-01,Generation 7.5,0.0055
2023-08-01,Generation 9.0,0.0048000000000000004
2023-08-01,Generation 8.0,0.0018
2023-08-01,Generation 9.5,0.0148
2023-08-01,Generation 12.1/Generation 12.2,0.018
2023-08-01,Maxwell,0.0046
2023-08-01,Pascal,0.13390000000000002
2023-08-01,Turing 16,0.1252
2023-08-01,Maxwell 2.0,0.013000000000000001
2023-08-01,Turing,0.09720000000000001
2023-08-01,Ampere,0.27559999999999996
2023-08-01,Ada Lovelace,0.056600000000000004
2023-09-01,Unknown,0.1481
2023-09-01,GCN 4.0,0.025300000000000003
2023-09-01,RDNA 1.0,0.0107
2023-09-01,RDNA 2.0,0.027999999999999997
2023-09-01,RDNA 3.0,0.0021
2023-09-01,GCN 5.0,0.0112
2023-09-01,Generation 6.0,0.0015
2023-09-01,Generation 7.0,0.004399999999999999
2023-09-01,Generation 7.5,0.0046
2023-09-01,Generation 9.0,0.0028
2023-09-01,Generation 8.0,0.0015
2023-09-01,Generation 9.5,0.011500000000000002
2023-09-01,Generation 12.1/Generation 12.2,0.0173
2023-09-01,Maxwell,0.004
2023-09-01,Pascal,0.13219999999999998
2023-09-01,Turing 16,0.12040000000000001
2023-09-01,Maxwell 2.0,0.0123
2023-09-01,Turing,0.10640000000000001
2023-09-01,Ampere,0.28870000000000007
2023-09-01,Ada Lovelace,0.0668
2023-10-01,Unknown,0.1312
2023-10-01,GCN 4.0,0.0184
2023-10-01,RDNA 1.0,0.0083
2023-10-01,RDNA 2.0,0.0209
2023-10-01,RDNA 3.0,0.0019
2023-10-01,GCN 5.0,0.0074
2023-10-01,Generation 7.0,0.0034000000000000002
2023-10-01,Generation 7.5,0.0036
2023-10-01,Generation 9.0,0.0022
2023-10-01,Generation 9.5,0.0107
2023-10-01,Generation 12.1/Generation 12.2,0.0141
2023-10-01,Maxwell,0.0031000000000000003
2023-10-01,Pascal,0.1168
2023-10-01,Turing 16,0.1017
2023-10-01,Maxwell 2.0,0.0086
2023-10-01,Turing,0.12240000000000001
2023-10-01,Ampere,0.3303
2023-10-01,Ada Lovelace,0.095
2023-11-01,Unknown,0.1562
2023-11-01,GCN 4.0,0.027
2023-11-01,RDNA 1.0,0.0113
2023-11-01,RDNA 2.0,0.0334
2023-11-01,RDNA 3.0,0.0031
2023-11-01,GCN 5.0,0.0112
2023-11-01,Generation 6.0,0.0015
2023-11-01,Generation 7.0,0.0042
2023-11-01,Generation 7.5,0.0045
2023-11-01,Generation 9.0,0.0029
2023-11-01,Generation 8.0,0.0015
2023-11-01,Generation 9.5,0.0144
2023-11-01,Generation 12.1/Generation 12.2,0.019
2023-11-01,Maxwell,0.004
2023-11-01,Pascal,0.1277
2023-11-01,Turing 16,0.11510000000000001
2023-11-01,Maxwell 2.0,0.0103
2023-11-01,Turing,0.0903
2023-11-01,Ampere,0.27299999999999996
2023-11-01,Ada Lovelace,0.0895
2023-12-01,Unknown,0.16469999999999999
2023-12-01,GCN 4.0,0.026000000000000002
2023-12-01,RDNA 1.0,0.011199999999999998
2023-12-01,RDNA 2.0,0.0332
2023-12-01,RDNA 3.0,0.0032
2023-12-01,GCN 5.0,0.011099999999999999
2023-12-01,Generation 6.0,0.0016
2023-12-01,Generation 7.0,0.004399999999999999
2023-12-01,Generation 7.5,0.0048000000000000004
2023-12-01,Generation 9.0,0.0046
2023-12-01,Generation 8.0,0.0016
2023-12-01,Generation 9.5,0.0149
2023-12-01,Generation 12.1/Generation 12.2,0.0192
2023-12-01,Maxwell,0.004
2023-12-01,Pascal,0.11819999999999997
2023-12-01,Turing 16,0.1127
2023-12-01,Maxwell 2.0,0.0114
2023-12-01,Turing,0.0904
2023-12-01,Ampere,0.2677
2023-12-01,Ada Lovelace,0.09459999999999999
2024-01-01,Unknown,0.16
2024-01-01,GCN 4.0,0.0263
2024-01-01,RDNA 1.0,0.012799999999999999
2024-01-01,RDNA 2.0,0.0341
2024-01-01,RDNA 3.0,0.0034
2024-01-01,GCN 5.0,0.0105
2024-01-01,Generation 7.0,0.0042
2024-01-01,Generation 7.5,0.0046
2024-01-01,Generation 9.0,0.004399999999999999
2024-01-01,Generation 9.5,0.014700000000000001
2024-01-01,Generation 12.1/Generation 12.2,0.0201
2024-01-01,Maxwell,0.0039
2024-01-01,Pascal,0.1163
2024-01-01,Turing 16,0.11079999999999998
2024-01-01,Maxwell 2.0,0.009600000000000001
2024-01-01,Turing,0.08670000000000001
2024-01-01,Ampere,0.2704
2024-01-01,Ada Lovelace,0.10740000000000001
2024-02-01,Unknown,0.1508
2024-02-01,GCN 4.0,0.0223
2024-02-01,RDNA 1.0,0.0103
2024-02-01,RDNA 2.0,0.0319
2024-02-01,RDNA 3.0,0.0033
2024-02-01,GCN 5.0,0.0079
2024-02-01,Generation 7.0,0.0037
2024-02-01,Generation 7.5,0.0040999999999999995
2024-02-01,Generation 9.0,0.0026
2024-02-01,Generation 9.5,0.013
2024-02-01,Generation 12.1/Generation 12.2,0.0183
2024-02-01,Maxwell,0.0034
2024-02-01,Pascal,0.1081
2024-02-01,Turing 16,0.1045
2024-02-01,Maxwell 2.0,0.0088
2024-02-01,Turing,0.09469999999999998
2024-02-01,Ampere,0.28440000000000004
2024-02-01,Ada Lovelace,0.12800000000000003
2024-03-01,Unknown,0.1464
2024-03-01,GCN 4.0,0.0217
2024-03-01,RDNA 1.0,0.009899999999999999
2024-03-01,RDNA 2.0,0.031000000000000003
2024-03-01,RDNA 3.0,0.0034
2024-03-01,GCN 5.0,0.0079
2024-03-01,Generation 7.0,0.0037
2024-03-01,Generation 7.5,0.0040999999999999995
2024-03-01,Generation 9.0,0.0027
2024-03-01,Generation 9.5,0.0132
2024-03-01,Generation 12.1/Generation 12.2,0.0187
2024-03-01,Maxwell,0.0033
2024-03-01,Pascal,0.10339999999999999
2024-03-01,Turing 16,0.10070000000000001
2024-03-01,Maxwell 2.0,0.0083
2024-03-01,Turing,0.097
2024-03-01,Ampere,0.2882
2024-03-01,Ada Lovelace,0.13690000000000002
2024-04-01,Unknown,0.14759999999999998
2024-04-01,GCN 4.0,0.0232
2024-04-01,RDNA 1.0,0.0106
2024-04-01,RDNA 2.0,0.0358
2024-04-01,RDNA 3.0,0.0038
2024-04-01,GCN 5.0,0.0078
2024-04-01,Generation 7.0,0.0036
2024-04-01,Generation 7.5,0.004
2024-04-01,Generation 9.0,0.0026
2024-04-01,Generation 9.5,0.0131
2024-04-01,Generation 12.1/Generation 12.2,0.0188
2024-04-01,Maxwell,0.0032
2024-04-01,Pascal,0.10260000000000001
2024-04-01,Turing 16,0.1041
2024-04-01,Maxwell 2.0,0.0086
2024-04-01,Turing,0.086
2024-04-01,Ampere,0.27620000000000006
2024-04-01,Ada Lovelace,0.1486
2024-05-01,Unknown,0.16
2024-05-01,GCN 4.0,0.024800000000000003
2024-05-01,RDNA 1.0,0.0114
2024-05-01,RDNA 2.0,0.035699999999999996
2024-05-01,RDNA 3.0,0.0039
2024-05-01,GCN 5.0,0.01
2024-05-01,Generation 7.0,0.0041
2024-05-01,Generation 7.5,0.004399999999999999
2024-05-01,Generation 9.0,0.0046
2024-05-01,Generation 9.5,0.0148
2024-05-01,Generation 12.1/Generation 12.2,0.0205
2024-05-01,Maxwell,0.0034
2024-05-01,Pascal,0.10669999999999999
2024-05-01,Turing 16,0.1085
2024-05-01,Maxwell 2.0,0.0086
2024-05-01,Turing,0.09140000000000002
2024-05-01,Ampere,0.2891
2024-05-01,Ada Lovelace,0.16259999999999997
2024-06-01,Unknown,0.1518
2024-06-01,GCN 4.0,0.0218
2024-06-01,RDNA 1.0,0.010100000000000001
2024-06-01,RDNA 2.0,0.0349
2024-06-01,RDNA 3.0,0.0037
2024-06-01,GCN 5.0,0.0074
2024-06-01,Generation 7.0,0.0035
2024-06-01,Generation 7.5,0.0039
2024-06-01,Generation 9.0,0.0026
2024-06-01,Generation 9.5,0.0128
2024-06-01,Generation 12.1/Generation 12.2,0.0193
2024-06-01,Pascal,0.0941
2024-06-01,Turing 16,0.0997
2024-06-01,Maxwell 2.0,0.0075
2024-06-01,Turing,0.0829
2024-06-01,Ampere,0.26909999999999995
2024-06-01,Ada Lovelace,0.1748
2024-07-01,Unknown,0.1501
2024-07-01,GCN 4.0,0.0212
2024-07-01,RDNA 1.0,0.0098
2024-07-01,RDNA 2.0,0.0339
2024-07-01,RDNA 3.0,0.0036
2024-07-01,GCN 5.0,0.0078
2024-07-01,Generation 7.0,0.0036
2024-07-01,Generation 7.5,0.0039
2024-07-01,Generation 9.0,0.0026
2024-07-01,Generation 9.5,0.012999999999999998
2024-07-01,Generation 12.1/Generation 12.2,0.0195
2024-07-01,Pascal,0.09140000000000001
2024-07-01,Turing 16,0.09870000000000001
2024-07-01,Maxwell 2.0,0.0073
2024-07-01,Ampere,0.2669
2024-07-01,Turing,0.0817
2024-07-01,Ada Lovelace,0.18480000000000002
2024-08-01,Unknown,0.1502
2024-08-01,GCN 4.0,0.0208
2024-08-01,RDNA 1.0,0.009600000000000001
2024-08-01,RDNA 2.0,0.035300000000000005
2024-08-01,RDNA 3.0,0.0039
2024-08-01,GCN 5.0,0.0071
2024-08-01,Generation 7.0,0.0031000000000000003
2024-08-01,Generation 7.5,0.0022
2024-08-01,Generation 9.0,0.0024
2024-08-01,Generation 9.5,0.0119
2024-08-01,Generation 12.1/Generation 12.2,0.0196
2024-08-01,Pascal,0.0861
2024-08-01,Turing 16,0.09550000000000002
2024-08-01,Maxwell 2.0,0.0069
2024-08-01,Turing,0.0755
2024-08-01,Ampere,0.26489999999999997
2024-08-01,Ada Lovelace,0.20489999999999997
2024-09-01,Unknown,0.1445
2024-09-01,RDNA 3.0,0.0052
2024-09-01,GCN 4.0,0.019799999999999998
2024-09-01,RDNA 1.0,0.0092
2024-09-01,RDNA 2.0,0.0333
2024-09-01,GCN 5.0,0.0067
2024-09-01,Generation 7.5,0.0019
2024-09-01,Generation 9.0,0.0022
2024-09-01,Generation 9.5,0.0112
2024-09-01,Generation 12.1/Generation 12.2,0.0191
2024-09-01,Pascal,0.08150000000000002
2024-09-01,Turing 16,0.0887
2024-09-01,Maxwell 2.0,0.0063999999999999994
2024-09-01,Ampere,0.2625
2024-09-01,Turing,0.07809999999999999
2024-09-01,Ada Lovelace,0.22930000000000003
2024-10-01,Unknown,0.17339999999999997
2024-10-01,RDNA 3.0,0.008899999999999998
2024-10-01,GCN 4.0,0.026500000000000003
2024-10-01,RDNA 1.0,0.0138
2024-10-01,RDNA 2.0,0.0453
2024-10-01,GCN 5.0,0.009000000000000001
2024-10-01,Generation 7.0,0.0038
2024-10-01,Generation 7.5,0.0043
2024-10-01,Generation 9.0,0.0047
2024-10-01,Generation 9.5,0.015199999999999998
2024-10-01,Generation 12.1/Generation 12.2,0.0255
2024-10-01,Xe-LPG,0.0024
2024-10-01,Maxwell,0.0032
2024-10-01,Pascal,0.10689999999999998
2024-10-01,Turing 16,0.1276
2024-10-01,Maxwell 2.0,0.0083
2024-10-01,Turing,0.10129999999999999
2024-10-01,Ampere,0.33240000000000003
2024-10-01,Ada Lovelace,0.2852
2024-11-01,Unknown,0.1506
2024-11-01,RDNA 3.0,0.0079
2024-11-01,GCN 4.0,0.0213
2024-11-01,RDNA 1.0,0.0098
2024-11-01,RDNA 2.0,0.0384
2024-11-01,GCN 5.0,0.0068000000000000005
2024-11-01,Generation 7.5,0.002
2024-11-01,Generation 9.0,0.0023
2024-11-01,Generation 9.5,0.011800000000000001
2024-11-01,Generation 12.1/Generation 12.2,0.0195
2024-11-01,Xe-LPG,0.0019
2024-11-01,Pascal,0.0815
2024-11-01,Turing 16,0.0889
2024-11-01,Maxwell 2.0,0.0065
2024-11-01,Ampere,0.25179999999999997
2024-11-01,Turing,0.06860000000000001
2024-11-01,Ada Lovelace,0.2306
2024-12-01,Unknown,0.15089999999999998
2024-12-01,RDNA 3.0,0.008199999999999999
2024-12-01,GCN 4.0,0.0208
2024-12-01,RDNA 1.0,0.011200000000000002
2024-12-01,RDNA 2.0,0.038900000000000004
2024-12-01,GCN 5.0,0.0066
2024-12-01,Generation 7.0,0.0034000000000000002
2024-12-01,Generation 7.5,0.0035
2024-12-01,Generation 9.0,0.004
2024-12-01,Generation 9.5,0.0115
2024-12-01,Generation 12.1/Generation 12.2,0.0193
2024-12-01,Xe-LPG,0.0021
2024-12-01,Pascal,0.07719999999999999
2024-12-01,Turing 16,0.0846
2024-12-01,Maxwell 2.0,0.0060999999999999995
2024-12-01,Maxwell,0.0016
2024-12-01,Turing,0.07030000000000002
2024-12-01,Ampere,0.24869999999999998
2024-12-01,Ada Lovelace,0.2471
2025-01-01,Unknown,0.14889999999999998
2025-01-01,RDNA 3.0,0.008199999999999999
2025-01-01,GCN 4.0,0.0208
2025-01-01,RDNA 1.0,0.009600000000000001
2025-01-01,RDNA 2.0,0.03730000000000001
2025-01-01,GCN 5.0,0.0066
2025-01-01,Generation 7.5,0.002
2025-01-01,Generation 9.0,0.0022
2025-01-01,Generation 9.5,0.0115
2025-01-01,Generation 12.1/Generation 12.2,0.0193
2025-01-01,Xe-LPG,0.0021
2025-01-01,Pascal,0.07719999999999999
2025-01-01,Turing 16,0.08449999999999999
2025-01-01,Maxwell 2.0,0.0060999999999999995
2025-01-01,Ampere,0.24879999999999997
2025-01-01,Turing,0.06870000000000001
2025-01-01,Ada Lovelace,0.2462
2025-02-01,Unknown,0.12
2025-02-01,RDNA 3.0,0.006500000000000001
2025-02-01,GCN 4.0,0.0149
2025-02-01,RDNA 1.0,0.0044
2025-02-01,RDNA 2.0,0.0245
2025-02-01,GCN 5.0,0.0045
2025-02-01,Generation 9.0,0.0016
2025-02-01,Generation 9.5,0.006699999999999999
2025-02-01,Generation 12.1/Generation 12.2,0.0135
2025-02-01,Xe-LPG,0.0016
2025-02-01,Pascal,0.0593
2025-02-01,Turing 16,0.06459999999999999
2025-02-01,Maxwell 2.0,0.0044
2025-02-01,Ampere,0.2606
2025-02-01,Turing,0.07260000000000001
2025-02-01,Ada Lovelace,0.3404999999999999
2025-03-01,Unknown,0.16190000000000002
2025-03-01,RDNA 3.0,0.0093
2025-03-01,GCN 4.0,0.0211
2025-03-01,RDNA 1.0,0.0098
2025-03-01,RDNA 2.0,0.0383
2025-03-01,GCN 5.0,0.0068000000000000005
2025-03-01,Generation 7.5,0.002
2025-03-01,Generation 9.0,0.0024
2025-03-01,Generation 9.5,0.0122
2025-03-01,Generation 12.1/Generation 12.2,0.02
2025-03-01,Xe-LPG,0.0023
2025-03-01,Pascal,0.07440000000000001
2025-03-01,Turing 16,0.084
2025-03-01,Maxwell 2.0,0.005900000000000001
2025-03-01,Ampere,0.2424
2025-03-01,Turing,0.067
2025-03-01,Ada Lovelace,0.23770000000000002
2025-03-01,Blackwell,0.002
2025-04-01,Unknown,0.15860000000000002
2025-04-01,RDNA 3.0,0.0126
2025-04-01,GCN 4.0,0.0213
2025-04-01,RDNA 1.0,0.01
2025-04-01,RDNA 2.0,0.0397
2025-04-01,GCN 5.0,0.0063999999999999994
2025-04-01,Generation 7.5,0.002
2025-04-01,Generation 9.0,0.0023
2025-04-01,Generation 9.5,0.0116
2025-04-01,Generation 12.1/Generation 12.2,0.0192
2025-04-01,Xe-LPG,0.0022
2025-04-01,Pascal,0.0718
2025-04-01,Turing 16,0.08259999999999999
2025-04-01,Maxwell 2.0,0.0058
2025-04-01,Ampere,0.23650000000000002
2025-04-01,Turing,0.0609
2025-04-01,Ada Lovelace,0.24589999999999995
2025-04-01,Blackwell,0.0104
2025-05-01,Unknown,0.1654
2025-05-01,RDNA 3.0,0.013600000000000001
2025-05-01,GCN 4.0,0.0212
2025-05-01,RDNA 1.0,0.0099
2025-05-01,RDNA 2.0,0.038500000000000006
2025-05-01,GCN 5.0,0.006500000000000001
2025-05-01,Generation 7.5,0.002
2025-05-01,Generation 9.0,0.0026
2025-05-01,Generation 9.5,0.012300000000000002
2025-05-01,Generation 12.1/Generation 12.2,0.0198
2025-05-01,Xe-LPG,0.0024
2025-05-01,Pascal,0.0702
2025-05-01,Turing 16,0.08209999999999999
2025-05-01,Maxwell 2.0,0.0056
2025-05-01,Ampere,0.23240000000000002
2025-05-01,Turing,0.061000000000000006
2025-05-01,Ada Lovelace,0.23709999999999998
2025-05-01,Blackwell,0.0178
2025-06-01,Unknown,0.1612
2025-06-01,RDNA 3.0,0.0146
2025-06-01,GCN 4.0,0.0204
2025-06-01,RDNA 1.0,0.009600000000000001
2025-06-01,RDNA 2.0,0.038400000000000004
2025-06-01,GCN 5.0,0.0062
2025-06-01,Generation 7.5,0.0019
2025-06-01,Generation 9.0,0.0023
2025-06-01,Generation 9.5,0.0115
2025-06-01,Generation 12.1/Generation 12.2,0.0194
2025-06-01,Xe-LPG,0.0026
2025-06-01,Pascal,0.0665
2025-06-01,Turing 16,0.07900000000000001
2025-06-01,Maxwell 2.0,0.0053
2025-06-01,Ampere,0.22879999999999998
2025-06-01,Turing,0.05790000000000001
2025-06-01,Ada Lovelace,0.23750000000000002
2025-06-01,Blackwell,0.036699999999999997
2025-07-01,Unknown,0.16400000000000003
2025-07-01,RDNA 3.0,0.0174
2025-07-01,GCN 4.0,0.0205
2025-07-01,RDNA 1.0,0.0098
2025-07-01,RDNA 2.0,0.0373
2025-07-01,GCN 5.0,0.0063
2025-07-01,Generation 7.5,0.002
2025-07-01,Generation 9.0,0.0024
2025-07-01,Generation 9.5,0.011899999999999999
2025-07-01,Generation 12.1/Generation 12.2,0.0196
2025-07-01,Xe-LPG,0.0026
2025-07-01,Pascal,0.0658
2025-07-01,Turing 16,0.0775
2025-07-01,Maxwell 2.0,0.0052
2025-07-01,Ampere,0.22490000000000002
2025-07-01,Turing,0.057
2025-07-01,Ada Lovelace,0.23129999999999998
2025-07-01,Blackwell,0.0442
2025-08-01,Unknown,0.15559999999999996
2025-08-01,RDNA 3.0,0.0189
2025-08-01,GCN 4.0,0.019299999999999998
2025-08-01,RDNA 1.0,0.0077
2025-08-01,RDNA 2.0,0.036599999999999994
2025-08-01,GCN 5.0,0.0057
2025-08-01,Generation 7.5,0.0018
2025-08-01,Generation 9.0,0.0021
2025-08-01,Generation 9.5,0.0107
2025-08-01,Generation 12.1/Generation 12.2,0.018
2025-08-01,Xe-LPG,0.0026
2025-08-01,Pascal,0.0625
2025-08-01,Turing 16,0.0733
2025-08-01,Maxwell 2.0,0.0048000000000000004
2025-08-01,Ampere,0.22659999999999997
2025-08-01,Turing,0.0579
2025-08-01,Ada Lovelace,0.2366
2025-08-01,Blackwell,0.0594
2025-09-01,Unknown,0.16299999999999998
2025-09-01,RDNA 3.0,0.0211
2025-09-01,GCN 4.0,0.019200000000000002
2025-09-01,RDNA 1.0,0.0078000000000000005
2025-09-01,RDNA 2.0,0.0375
2025-09-01,GCN 5.0,0.0056
2025-09-01,Generation 7.5,0.0018
2025-09-01,Generation 9.0,0.0021
2025-09-01,Generation 9.5,0.0092
2025-09-01,Generation 12.1/Generation 12.2,0.0189
2025-09-01,Xe-LPG,0.0028
2025-09-01,Pascal,0.0611
2025-09-01,Turing 16,0.07189999999999999
2025-09-01,Maxwell 2.0,0.0047
2025-09-01,Ampere,0.22010000000000005
2025-09-01,Turing,0.0542
2025-09-01,Ada Lovelace,0.2317
2025-09-01,Blackwell,0.0678
2025-10-01,Unknown,0.1725
2025-10-01,RDNA 3.0,0.021699999999999997
2025-10-01,GCN 4.0,0.0199
2025-10-01,RDNA 1.0,0.0077
2025-10-01,RDNA 2.0,0.033699999999999994
2025-10-01,GCN 5.0,0.0058
2025-10-01,Generation 7.5,0.0018
2025-10-01,Generation 9.0,0.0023
2025-10-01,Generation 9.5,0.0112
2025-10-01,Generation 12.1/Generation 12.2,0.019
2025-10-01,Xe-LPG,0.0029
2025-10-01,Pascal,0.06129999999999999
2025-10-01,Turing 16,0.0721
2025-10-01,Maxwell 2.0,0.0047
2025-10-01,Ampere,0.21579999999999996
2025-10-01,Turing,0.05399999999999999
2025-10-01,Ada Lovelace,0.2197
2025-10-01,Blackwell,0.0742
2025-11-01,Unknown,0.17009999999999997
2025-11-01,RDNA 3.0,0.0236
2025-11-01,GCN 4.0,0.019000000000000003
2025-11-01,RDNA 1.0,0.0075
2025-11-01,RDNA 2.0,0.0325
2025-11-01,GCN 5.0,0.0054
2025-11-01,Generation 7.5,0.0017
2025-11-01,Generation 9.0,0.0021
2025-11-01,Generation 9.5,0.0093
2025-11-01,Generation 12.1/Generation 12.2,0.018
2025-11-01,Xe-LPG,0.0028
2025-11-01,Pascal,0.05859999999999999
2025-11-01,Turing 16,0.0699
