date,gpu architecture,percentage
2014-01-01,TeraScale,0.0059
2014-01-01,TeraScale 2,0.06470000000000001
2014-01-01,TeraScale 3,0.0072
2014-01-01,GCN 1.0,0.0578
2014-01-01,Generation 6.0,0.06870000000000001
2014-01-01,Generation 7.0,0.0405
2014-01-01,Generation 5.75,0.0133
2014-01-01,Unknown,0.44930000000000003
2014-01-01,Tesla 2.0,0.021900000000000003
2014-01-01,Tesla,0.05109999999999999
2014-01-01,Fermi,0.0279
2014-01-01,Kepler,0.1246
2014-01-01,Fermi 2.0,0.0673
2014-02-01,TeraScale,0.0053
2014-02-01,TeraScale 2,0.0639
2014-02-01,TeraScale 3,0.0073
2014-02-01,GCN 1.0,0.057999999999999996
2014-02-01,Generation 6.0,0.0688
2014-02-01,Generation 7.0,0.0408
2014-02-01,Generation 5.75,0.0125
2014-02-01,Unknown,0.4531
2014-02-01,Tesla 2.0,0.0156
2014-02-01,Tesla,0.047799999999999995
2014-02-01,Fermi,0.0279
2014-02-01,Kepler,0.1323
2014-02-01,Fermi 2.0,0.0667
2014-03-01,TeraScale,0.0055
2014-03-01,TeraScale 2,0.0622
2014-03-01,TeraScale 3,0.007
2014-03-01,GCN 1.0,0.056900000000000006
2014-03-01,Generation 6.0,0.07050000000000001
2014-03-01,Generation 7.0,0.0422
2014-03-01,Generation 5.75,0.0123
2014-03-01,Unknown,0.45640000000000003
2014-03-01,Tesla 2.0,0.0163
2014-03-01,Tesla,0.046099999999999995
2014-03-01,Fermi,0.027000000000000003
2014-03-01,Kepler,0.134
2014-03-01,Fermi 2.0,0.0637
2014-04-01,TeraScale 2,0.060700000000000004
2014-04-01,TeraScale 3,0.0063
2014-04-01,GCN 1.0,0.0622
2014-04-01,Generation 6.0,0.07050000000000001
2014-04-01,Generation 7.0,0.0425
2014-04-01,Generation 7.5,0.0115
2014-04-01,Generation 5.75,0.012
2014-04-01,Unknown,0.4408
2014-04-01,Tesla 2.0,0.0162
2014-04-01,Tesla,0.0474
2014-04-01,Fermi,0.0276
2014-04-01,Kepler,0.1419
2014-04-01,Fermi 2.0,0.06010000000000001
2014-05-01,TeraScale 2,0.0486
2014-05-01,TeraScale 3,0.0065
2014-05-01,GCN 1.0,0.0656
2014-05-01,Generation 6.0,0.0694
2014-05-01,Generation 7.0,0.0421
2014-05-01,Generation 7.5,0.0125
2014-05-01,Generation 5.75,0.0119
2014-05-01,Unknown,0.45189999999999997
2014-05-01,Tesla 2.0,0.0157
2014-05-01,Tesla,0.039599999999999996
2014-05-01,Fermi,0.0262
2014-05-01,Kepler,0.15030000000000002
2014-05-01,Fermi 2.0,0.0601
2014-06-01,TeraScale 2,0.05260000000000001
2014-06-01,TeraScale 3,0.006
2014-06-01,GCN 1.0,0.0621
2014-06-01,Generation 6.0,0.0714
2014-06-01,Generation 7.0,0.0441
2014-06-01,Generation 7.5,0.014600000000000002
2014-06-01,Generation 5.75,0.0122
2014-06-01,Unknown,0.4567
2014-06-01,Tesla 2.0,0.0162
2014-06-01,Tesla,0.0385
2014-06-01,Fermi,0.0271
2014-06-01,Kepler,0.1454
2014-06-01,Fermi 2.0,0.0528
2014-07-01,Unknown,1.0
2014-08-01,TeraScale 2,0.0436
2014-08-01,TeraScale 3,0.0054
2014-08-01,GCN 1.0,0.0632
2014-08-01,Generation 6.0,0.0751
2014-08-01,Generation 7.0,0.0463
2014-08-01,Generation 7.5,0.0203
2014-08-01,Generation 5.75,0.0118
2014-08-01,Unknown,0.4639
2014-08-01,Tesla 2.0,0.0169
2014-08-01,Tesla,0.0356
2014-08-01,Fermi,0.024300000000000002
2014-08-01,Kepler,0.1467
2014-08-01,Fermi 2.0,0.0472
2014-09-01,TeraScale 2,0.0362
2014-09-01,GCN 1.0,0.0646
2014-09-01,Generation 6.0,0.07239999999999999
2014-09-01,Generation 7.0,0.0454
2014-09-01,Generation 7.5,0.0223
2014-09-01,Generation 5.75,0.0109
2014-09-01,Unknown,0.48129999999999995
2014-09-01,Tesla 2.0,0.0114
2014-09-01,Tesla,0.0346
2014-09-01,Fermi,0.0238
2014-09-01,Kepler,0.1513
2014-09-01,Fermi 2.0,0.0456
2014-11-01,TeraScale,0.0205
2014-11-01,TeraScale 2,0.09849999999999999
2014-11-01,TeraScale 3,0.0165
2014-11-01,Unknown,0.29710000000000003
2014-11-01,GCN 1.0,0.0673
2014-11-01,GCN 2.0,0.0038
2014-11-01,Generation 3.0,0.003
2014-11-01,Generation 4.0,0.0062
2014-11-01,Generation 6.0,0.07100000000000001
2014-11-01,Generation 7.0,0.0466
2014-11-01,Generation 7.5,0.0252
2014-11-01,Generation 5.75,0.0106
2014-11-01,Tesla 2.0,0.0211
2014-11-01,Curie,0.0023
2014-11-01,Tesla,0.0463
2014-11-01,Maxwell,0.0066
2014-11-01,Fermi,0.030199999999999998
2014-11-01,Fermi 2.0,0.0526
2014-11-01,Kepler,0.16700000000000004
2014-11-01,Maxwell 2.0,0.0072
2015-01-01,TeraScale,0.019100000000000002
2015-01-01,TeraScale 2,0.0886
2015-01-01,TeraScale 3,0.0186
2015-01-01,Unknown,0.3153
2015-01-01,GCN 1.0,0.0649
2015-01-01,GCN 2.0,0.0042
2015-01-01,Generation 3.0,0.0028
2015-01-01,Generation 4.0,0.0059
2015-01-01,Generation 6.0,0.0675
2015-01-01,Generation 7.0,0.045
2015-01-01,Generation 7.5,0.029699999999999997
2015-01-01,Generation 5.75,0.0098
2015-01-01,Tesla 2.0,0.0207
2015-01-01,Curie,0.002
2015-01-01,Tesla,0.044199999999999996
2015-01-01,Maxwell,0.0099
2015-01-01,Fermi,0.026799999999999997
2015-01-01,Fermi 2.0,0.046900000000000004
2015-01-01,Kepler,0.1596
2015-01-01,Maxwell 2.0,0.0181
2015-02-01,Generation 7.0,0.0466
2015-02-01,Unknown,0.9534
2015-03-01,Generation 7.0,0.0488
2015-03-01,Unknown,0.9513
2015-04-01,Generation 7.0,0.0469
2015-04-01,Unknown,0.9531
2015-05-01,TeraScale,0.0149
2015-05-01,TeraScale 2,0.07540000000000001
2015-05-01,TeraScale 3,0.0272
2015-05-01,GCN 1.0,0.0674
2015-05-01,GCN 2.0,0.0042
2015-05-01,Unknown,0.32120000000000004
2015-05-01,Generation 3.0,0.0027
2015-05-01,Generation 4.0,0.0038
2015-05-01,Generation 6.0,0.06509999999999999
2015-05-01,Generation 7.0,0.0466
2015-05-01,Generation 7.5,0.0351
2015-05-01,Generation 5.75,0.0085
2015-05-01,Tesla 2.0,0.0203
2015-05-01,Curie,0.0017
2015-05-01,Tesla,0.0379
2015-05-01,Maxwell,0.0158
2015-05-01,Fermi,0.0257
2015-05-01,Fermi 2.0,0.039
2015-05-01,Kepler,0.14700000000000005
2015-05-01,Maxwell 2.0,0.04000000000000001
2015-06-01,TeraScale,0.014599999999999998
2015-06-01,TeraScale 2,0.0715
2015-06-01,TeraScale 3,0.027699999999999995
2015-06-01,GCN 1.0,0.0663
2015-06-01,GCN 2.0,0.0044
2015-06-01,Unknown,0.3213
2015-06-01,Generation 7.5,0.038
2015-06-01,Generation 3.0,0.0025
2015-06-01,Generation 4.0,0.0053
2015-06-01,Generation 6.0,0.0643
2015-06-01,Generation 7.0,0.0464
2015-06-01,Generation 5.75,0.0088
2015-06-01,Tesla 2.0,0.0199
2015-06-01,Curie,0.0017
2015-06-01,Tesla,0.0369
2015-06-01,Maxwell,0.016900000000000002
2015-06-01,Fermi,0.0249
2015-06-01,Fermi 2.0,0.0373
2015-06-01,Kepler,0.1444
2015-06-01,Maxwell 2.0,0.046799999999999994
2015-09-01,TeraScale,0.013300000000000001
2015-09-01,TeraScale 2,0.06799999999999999
2015-09-01,TeraScale 3,0.026500000000000003
2015-09-01,GCN 1.0,0.0637
2015-09-01,GCN 2.0,0.0043
2015-09-01,Unknown,0.3407
2015-09-01,Generation 7.5,0.0377
2015-09-01,Generation 3.0,0.0024
2015-09-01,Generation 4.0,0.0038
2015-09-01,Generation 6.0,0.0621
2015-09-01,Generation 7.0,0.0387
2015-09-01,Generation 8.0,0.0041
2015-09-01,Generation 5.75,0.0082
2015-09-01,Tesla 2.0,0.0191
2015-09-01,Tesla,0.0344
2015-09-01,Maxwell,0.021599999999999998
2015-09-01,Fermi,0.0216
2015-09-01,Fermi 2.0,0.0327
2015-09-01,Kepler,0.13309999999999997
2015-09-01,Maxwell 2.0,0.0639
2015-11-01,TeraScale,0.012199999999999999
2015-11-01,TeraScale 2,0.058300000000000005
2015-11-01,TeraScale 3,0.0251
2015-11-01,GCN 1.0,0.06309999999999999
2015-11-01,GCN 2.0,0.0044
2015-11-01,Unknown,0.3543
2015-11-01,GCN 3.0,0.0016
2015-11-01,Generation 7.5,0.0366
2015-11-01,Generation 3.0,0.0023
2015-11-01,Generation 4.0,0.0036
2015-11-01,Generation 6.0,0.058699999999999995
2015-11-01,Generation 7.0,0.0359
2015-11-01,Generation 8.0,0.005
2015-11-01,Generation 5.75,0.0079
2015-11-01,Tesla 2.0,0.0176
2015-11-01,Tesla,0.03219999999999999
2015-11-01,Maxwell,0.0252
2015-11-01,Fermi,0.0205
2015-11-01,Fermi 2.0,0.0317
2015-11-01,Kepler,0.129
2015-11-01,Maxwell 2.0,0.07500000000000001
2016-01-01,TeraScale,0.010400000000000001
2016-01-01,TeraScale 2,0.05689999999999999
2016-01-01,TeraScale 3,0.0247
2016-01-01,GCN 1.0,0.0589
2016-01-01,GCN 2.0,0.0040999999999999995
2016-01-01,Unknown,0.36679999999999996
2016-01-01,GCN 3.0,0.0016
2016-01-01,Generation 7.5,0.0356
2016-01-01,Generation 3.0,0.0023
2016-01-01,Generation 4.0,0.0037
2016-01-01,Generation 6.0,0.056499999999999995
2016-01-01,Generation 7.0,0.0319
2016-01-01,Generation 8.0,0.0065
2016-01-01,Generation 5.75,0.0076
2016-01-01,Tesla 2.0,0.016300000000000002
2016-01-01,Tesla,0.0319
2016-01-01,Maxwell,0.0273
2016-01-01,Fermi,0.0207
2016-01-01,Fermi 2.0,0.028200000000000003
2016-01-01,Kepler,0.11480000000000003
2016-01-01,Maxwell 2.0,0.09369999999999999
2016-04-01,TeraScale,0.0076
2016-04-01,TeraScale 2,0.0507
2016-04-01,TeraScale 3,0.022199999999999998
2016-04-01,GCN 1.0,0.05809999999999999
2016-04-01,GCN 2.0,0.004
2016-04-01,Unknown,0.3665
2016-04-01,GCN 3.0,0.0017
2016-04-01,Generation 7.5,0.034199999999999994
2016-04-01,Generation 3.0,0.0022
2016-04-01,Generation 4.0,0.0036
2016-04-01,Generation 8.0,0.009300000000000001
2016-04-01,Generation 6.0,0.053000000000000005
2016-04-01,Generation 7.0,0.0284
2016-04-01,Generation 9.0,0.0019
2016-04-01,Generation 5.75,0.007
2016-04-01,Tesla 2.0,0.0142
2016-04-01,Tesla,0.029199999999999997
2016-04-01,Maxwell,0.030600000000000002
2016-04-01,Kepler 2.0,0.0042
2016-04-01,Fermi,0.0187
2016-04-01,Fermi 2.0,0.026800000000000004
2016-04-01,Kepler,0.109
2016-04-01,Maxwell 2.0,0.1169
2016-05-01,TeraScale,0.0072
2016-05-01,TeraScale 2,0.05150000000000001
2016-05-01,TeraScale 3,0.026599999999999995
2016-05-01,GCN 1.0,0.0572
2016-05-01,GCN 2.0,0.004
2016-05-01,Unknown,0.3706999999999999
2016-05-01,GCN 3.0,0.0017
2016-05-01,Generation 7.5,0.0343
2016-05-01,Generation 3.0,0.0021
2016-05-01,Generation 4.0,0.0035
2016-05-01,Generation 8.0,0.0098
2016-05-01,Generation 6.0,0.052
2016-05-01,Generation 7.0,0.0275
2016-05-01,Generation 9.0,0.0022
2016-05-01,Generation 5.75,0.0069
2016-05-01,Tesla 2.0,0.0141
2016-05-01,Tesla,0.026799999999999997
2016-05-01,Maxwell,0.030899999999999997
2016-05-01,Kepler 2.0,0.0044
2016-05-01,Fermi,0.0186
2016-05-01,Fermi 2.0,0.023600000000000003
2016-05-01,Kepler,0.104
2016-05-01,Maxwell 2.0,0.1205
2016-06-01,TeraScale,0.0074
2016-06-01,TeraScale 2,0.0478
2016-06-01,TeraScale 3,0.022500000000000003
2016-06-01,GCN 1.0,0.055
2016-06-01,GCN 2.0,0.0063
2016-06-01,Unknown,0.3756999999999999
2016-06-01,GCN 3.0,0.0023
2016-06-01,Generation 4.0,0.0036
2016-06-01,Generation 6.0,0.0449
2016-06-01,Generation 7.0,0.034
2016-06-01,Generation 7.5,0.034300000000000004
2016-06-01,Generation 9.0,0.0046
2016-06-01,Generation 8.0,0.008
2016-06-01,Generation 5.75,0.0072
2016-06-01,Tesla 2.0,0.013500000000000002
2016-06-01,Maxwell,0.0374
2016-06-01,Tesla,0.0214
2016-06-01,Kepler 2.0,0.0051
2016-06-01,Fermi,0.018
2016-06-01,Fermi 2.0,0.0229
2016-06-01,Kepler,0.10299999999999998
2016-06-01,Maxwell 2.0,0.1243
2016-07-01,TeraScale,0.006999999999999999
2016-07-01,TeraScale 2,0.0469
2016-07-01,TeraScale 3,0.022500000000000003
2016-07-01,GCN 1.0,0.0507
2016-07-01,GCN 2.0,0.0093
2016-07-01,Unknown,0.3607
2016-07-01,GCN 3.0,0.0054
2016-07-01,Generation 3.0,0.002
2016-07-01,Generation 4.0,0.0036
2016-07-01,Generation 6.0,0.037000000000000005
2016-07-01,Generation 7.0,0.0408
2016-07-01,Generation 7.5,0.036500000000000005
2016-07-01,Generation 9.0,0.0056
2016-07-01,Generation 8.0,0.0083
2016-07-01,Generation 5.75,0.007
2016-07-01,Tesla 2.0,0.013600000000000001
2016-07-01,Maxwell,0.044500000000000005
2016-07-01,Tesla,0.020399999999999998
2016-07-01,Kepler 2.0,0.0054
2016-07-01,Fermi,0.0177
2016-07-01,Fermi 2.0,0.0221
2016-07-01,Kepler,0.0981
2016-07-01,Pascal,0.0063
2016-07-01,Maxwell 2.0,0.1286
2016-08-01,TeraScale,0.005
2016-08-01,TeraScale 2,0.04219999999999999
2016-08-01,TeraScale 3,0.0211
2016-08-01,GCN 1.0,0.0492
2016-08-01,GCN 2.0,0.0093
2016-08-01,Unknown,0.3593
2016-08-01,GCN 3.0,0.0058
2016-08-01,Generation 3.0,0.002
2016-08-01,Generation 4.0,0.0033
2016-08-01,Generation 6.0,0.035699999999999996
2016-08-01,Generation 7.0,0.039599999999999996
2016-08-01,Generation 7.5,0.0358
2016-08-01,Generation 9.0,0.0069
2016-08-01,Generation 8.0,0.0087
2016-08-01,Generation 5.75,0.0065
2016-08-01,Tesla 2.0,0.0131
2016-08-01,Maxwell,0.0502
2016-08-01,Tesla,0.0192
2016-08-01,Kepler 2.0,0.0059
2016-08-01,Fermi,0.0169
2016-08-01,Fermi 2.0,0.021199999999999997
2016-08-01,Kepler,0.0956
2016-08-01,Pascal,0.0144
2016-08-01,Maxwell 2.0,0.13279999999999997
2016-10-01,TeraScale,0.0032
2016-10-01,TeraScale 2,0.039700000000000006
2016-10-01,TeraScale 3,0.0172
2016-10-01,GCN 1.0,0.047
2016-10-01,GCN 2.0,0.0091
2016-10-01,Unknown,0.35309999999999997
2016-10-01,GCN 3.0,0.006
2016-10-01,GCN 4.0,0.0028
2016-10-01,Generation 3.0,0.0019
2016-10-01,Generation 4.0,0.0032
2016-10-01,Generation 6.0,0.0363
2016-10-01,Generation 7.0,0.0399
2016-10-01,Generation 7.5,0.0366
2016-10-01,Generation 9.0,0.008400000000000001
2016-10-01,Generation 8.0,0.0096
2016-10-01,Generation 5.75,0.0062
2016-10-01,Tesla 2.0,0.0126
2016-10-01,Maxwell,0.0547
2016-10-01,Tesla,0.0186
2016-10-01,Kepler 2.0,0.0067
2016-10-01,Fermi,0.014599999999999998
2016-10-01,Fermi 2.0,0.0201
2016-10-01,Kepler,0.08849999999999998
2016-10-01,Pascal,0.0308
2016-10-01,Maxwell 2.0,0.1326
2016-11-01,TeraScale 2,0.0366
2016-11-01,TeraScale 3,0.0169
2016-11-01,GCN 1.0,0.04630000000000001
2016-11-01,GCN 2.0,0.0086
2016-11-01,Unknown,0.35949999999999993
2016-11-01,GCN 3.0,0.0056
2016-11-01,GCN 4.0,0.0037
2016-11-01,Generation 3.0,0.0018
2016-11-01,Generation 4.0,0.003
2016-11-01,Generation 6.0,0.0345
2016-11-01,Generation 7.0,0.0387
2016-11-01,Generation 7.5,0.035500000000000004
2016-11-01,Generation 9.0,0.0089
2016-11-01,Generation 8.0,0.0093
2016-11-01,Generation 5.75,0.0062
2016-11-01,Tesla 2.0,0.0117
2016-11-01,Maxwell,0.0579
2016-11-01,Kepler 2.0,0.007
2016-11-01,Tesla,0.0163
2016-11-01,Fermi,0.014100000000000001
2016-11-01,Fermi 2.0,0.0194
2016-11-01,Kepler,0.08679999999999999
2016-11-01,Pascal,0.0398
2016-11-01,Maxwell 2.0,0.1319
2016-12-01,TeraScale 2,0.035500000000000004
2016-12-01,TeraScale 3,0.0179
2016-12-01,GCN 1.0,0.0437
2016-12-01,GCN 2.0,0.0084
2016-12-01,Unknown,0.3569
2016-12-01,GCN 3.0,0.0056
2016-12-01,GCN 4.0,0.008199999999999999
2016-12-01,TeraScale,0.0016
2016-12-01,Generation 3.0,0.0017
2016-12-01,Generation 4.0,0.0031
2016-12-01,Generation 6.0,0.0338
2016-12-01,Generation 7.0,0.0385
2016-12-01,Generation 7.5,0.0353
2016-12-01,Generation 9.0,0.011
2016-12-01,Generation 8.0,0.0101
2016-12-01,Generation 5.75,0.0062
2016-12-01,Tesla 2.0,0.0117
2016-12-01,Maxwell,0.0573
2016-12-01,Kepler 2.0,0.0073
2016-12-01,Tesla,0.016
2016-12-01,Fermi,0.0138
2016-12-01,Fermi 2.0,0.018600000000000002
2016-12-01,Kepler,0.08209999999999998
2016-12-01,Pascal,0.0496
2016-12-01,Maxwell 2.0,0.1257
2017-08-01,TeraScale 2,0.0185
2017-08-01,TeraScale 3,0.010100000000000001
2017-08-01,GCN 1.0,0.035800000000000005
2017-08-01,Unknown,0.3115
2017-08-01,GCN 3.0,0.0049
2017-08-01,GCN 2.0,0.004
2017-08-01,GCN 4.0,0.015899999999999997
2017-08-01,Generation 4.0,0.0017
2017-08-01,Generation 6.0,0.019700000000000002
2017-08-01,Generation 7.0,0.0247
2017-08-01,Generation 7.5,0.0249
2017-08-01,Generation 9.0,0.010499999999999999
2017-08-01,Generation 8.0,0.0073
2017-08-01,Generation 9.5,0.004399999999999999
2017-08-01,Generation 5.75,0.003
2017-08-01,Tesla 2.0,0.0079
2017-08-01,Maxwell,0.0601
2017-08-01,Kepler 2.0,0.0063
2017-08-01,Tesla,0.0107
2017-08-01,Fermi,0.009899999999999999
2017-08-01,Kepler,0.0672
2017-08-01,Pascal,0.17729999999999999
2017-08-01,Fermi 2.0,0.010499999999999999
2017-08-01,Maxwell 2.0,0.1533
2017-09-01,Pascal,0.0771
2017-09-01,Unknown,0.8548
2017-09-01,Maxwell 2.0,0.0681
2017-10-01,GCN 1.0,0.0194
2017-10-01,TeraScale 3,0.0063
2017-10-01,Unknown,0.31820000000000004
2017-10-01,GCN 3.0,0.0023
2017-10-01,GCN 2.0,0.0017
2017-10-01,GCN 4.0,0.009000000000000001
2017-10-01,TeraScale 2,0.0018
2017-10-01,Generation 6.0,0.011300000000000001
2017-10-01,Generation 7.0,0.0138
2017-10-01,Generation 7.5,0.0151
2017-10-01,Generation 9.0,0.0072
2017-10-01,Generation 8.0,0.0046
2017-10-01,Generation 9.5,0.0045
2017-10-01,Generation 5.75,0.0018
2017-10-01,Tesla 2.0,0.0035
2017-10-01,Maxwell,0.0324
2017-10-01,Kepler 2.0,0.0037
2017-10-01,Tesla,0.0031000000000000003
2017-10-01,Fermi,0.0044
2017-10-01,Pascal,0.26980000000000004
2017-10-01,Fermi 2.0,0.0034
2017-10-01,Kepler,0.0446
2017-10-01,Maxwell 2.0,0.2178
2017-11-01,GCN 1.0,0.0157
2017-11-01,TeraScale 3,0.0044
2017-11-01,Unknown,0.3139
2017-11-01,GCN 3.0,0.0019
2017-11-01,GCN 4.0,0.0063
2017-11-01,Generation 6.0,0.009099999999999999
2017-11-01,Generation 7.0,0.011200000000000002
2017-11-01,Generation 7.5,0.012
2017-11-01,Generation 9.0,0.0058
2017-11-01,Generation 8.0,0.0037
2017-11-01,Generation 9.5,0.0040999999999999995
2017-11-01,Generation 5.75,0.0015
2017-11-01,Tesla 2.0,0.0025
2017-11-01,Maxwell,0.026000000000000002
2017-11-01,Kepler 2.0,0.0029
2017-11-01,Fermi,0.0019
2017-11-01,Pascal,0.3043
2017-11-01,Fermi 2.0,0.0026
2017-11-01,Kepler,0.0423
2017-11-01,Maxwell 2.0,0.22810000000000002
2017-12-01,GCN 1.0,0.0141
2017-12-01,TeraScale 3,0.0049
2017-12-01,Unknown,0.3038
2017-12-01,GCN 3.0,0.002
2017-12-01,GCN 4.0,0.0081
2017-12-01,Generation 6.0,0.0088
2017-12-01,Generation 7.0,0.0108
2017-12-01,Generation 7.5,0.0116
2017-12-01,Generation 9.0,0.0054
2017-12-01,Generation 8.0,0.0035
2017-12-01,Generation 9.5,0.0042
2017-12-01,Tesla 2.0,0.0025
2017-12-01,Maxwell,0.0258
2017-12-01,Kepler 2.0,0.0028
2017-12-01,Fermi,0.002
2017-12-01,Pascal,0.33080000000000004
2017-12-01,Fermi 2.0,0.0026
2017-12-01,Kepler,0.0397
2017-12-01,Maxwell 2.0,0.2165
2018-01-01,GCN 1.0,0.0207
2018-01-01,TeraScale 3,0.0053
2018-01-01,Unknown,0.2791
2018-01-01,GCN 3.0,0.0029
2018-01-01,GCN 2.0,0.0022
2018-01-01,GCN 4.0,0.0125
2018-01-01,TeraScale 2,0.0017
2018-01-01,Generation 6.0,0.0099
2018-01-01,Generation 7.0,0.0126
2018-01-01,Generation 7.5,0.0124
2018-01-01,Generation 9.0,0.006
2018-01-01,Generation 8.0,0.0039
2018-01-01,Generation 9.5,0.004699999999999999
2018-01-01,Tesla 2.0,0.003
2018-01-01,Maxwell,0.0378
2018-01-01,Kepler 2.0,0.0038
2018-01-01,Tesla,0.0032
2018-01-01,Fermi,0.0042
2018-01-01,Pascal,0.333
2018-01-01,Fermi 2.0,0.0034
2018-01-01,Kepler,0.0431
2018-01-01,Maxwell 2.0,0.19499999999999998
2018-02-01,GCN 1.0,0.015399999999999999
2018-02-01,TeraScale 3,0.0054
2018-02-01,Unknown,0.31170000000000003
2018-02-01,GCN 3.0,0.0019
2018-02-01,GCN 4.0,0.0062
2018-02-01,Generation 6.0,0.0082
2018-02-01,Generation 7.0,0.01
2018-02-01,Generation 7.5,0.0092
2018-02-01,Generation 9.0,0.0052
2018-02-01,Generation 8.0,0.0031
2018-02-01,Generation 9.5,0.0046
2018-02-01,Tesla 2.0,0.0026
2018-02-01,Maxwell,0.0252
2018-02-01,Kepler 2.0,0.0027
2018-02-01,Fermi,0.002
2018-02-01,Pascal,0.34249999999999997
2018-02-01,Fermi 2.0,0.0026
2018-02-01,Kepler,0.0388
2018-02-01,Maxwell 2.0,0.20249999999999999
2018-03-01,GCN 1.0,0.018199999999999997
2018-03-01,TeraScale 3,0.005
2018-03-01,Unknown,0.29069999999999996
2018-03-01,GCN 3.0,0.0026
2018-03-01,GCN 2.0,0.0019
2018-03-01,GCN 4.0,0.011500000000000002
2018-03-01,TeraScale 2,0.0016
2018-03-01,Generation 6.0,0.009600000000000001
2018-03-01,Generation 7.0,0.012
2018-03-01,Generation 7.5,0.0123
2018-03-01,Generation 9.0,0.0063999999999999994
2018-03-01,Generation 8.0,0.0039
2018-03-01,Generation 9.5,0.006
2018-03-01,Tesla 2.0,0.0028
2018-03-01,Maxwell,0.037599999999999995
2018-03-01,Kepler 2.0,0.0036
2018-03-01,Fermi,0.0023
2018-03-01,Pascal,0.3479
2018-03-01,Fermi 2.0,0.0031
2018-03-01,Kepler,0.0367
2018-03-01,Maxwell 2.0,0.18430000000000002
2018-04-01,TeraScale 2,0.0096
2018-04-01,GCN 1.0,0.0251
2018-04-01,TeraScale 3,0.0076
2018-04-01,Unknown,0.263
2018-04-01,GCN 3.0,0.0036
2018-04-01,GCN 2.0,0.0028
2018-04-01,GCN 4.0,0.0179
2018-04-01,Generation 6.0,0.0141
2018-04-01,Generation 7.0,0.0173
2018-04-01,Generation 7.5,0.018099999999999998
2018-04-01,Generation 9.0,0.0095
2018-04-01,Generation 8.0,0.0057
2018-04-01,Generation 9.5,0.0093
2018-04-01,Generation 5.75,0.002
2018-04-01,Tesla 2.0,0.0039
2018-04-01,Maxwell,0.0598
2018-04-01,Kepler 2.0,0.0052
2018-04-01,Tesla,0.0055
2018-04-01,Fermi,0.0069
2018-04-01,Kepler,0.045399999999999996
2018-04-01,Pascal,0.32969999999999994
2018-04-01,Fermi 2.0,0.0057
2018-04-01,Maxwell 2.0,0.1325
2018-05-01,TeraScale 2,0.009999999999999998
2018-05-01,TeraScale 3,0.0101
2018-05-01,GCN 1.0,0.0251
2018-05-01,Unknown,0.2587
2018-05-01,GCN 3.0,0.0036
2018-05-01,GCN 2.0,0.003
2018-05-01,GCN 4.0,0.0185
2018-05-01,Generation 6.0,0.0148
2018-05-01,Generation 7.0,0.0179
2018-05-01,Generation 7.5,0.0186
2018-05-01,Generation 9.0,0.0104
2018-05-01,Generation 8.0,0.0063
2018-05-01,Generation 9.5,0.0106
2018-05-01,Generation 5.75,0.0021
2018-05-01,Tesla 2.0,0.004
2018-05-01,Maxwell,0.0582
2018-05-01,Kepler 2.0,0.0053
2018-05-01,Tesla,0.0039
2018-05-01,Fermi,0.0068000000000000005
2018-05-01,Kepler,0.044000000000000004
2018-05-01,Pascal,0.334
2018-05-01,Fermi 2.0,0.0058
2018-05-01,Maxwell 2.0,0.1284
2018-07-01,TeraScale 2,0.0087
2018-07-01,GCN 1.0,0.0223
2018-07-01,TeraScale 3,0.007
2018-07-01,Unknown,0.26539999999999997
2018-07-01,GCN 3.0,0.0032
2018-07-01,GCN 2.0,0.0026
2018-07-01,GCN 4.0,0.0179
2018-07-01,Generation 6.0,0.0133
2018-07-01,Generation 7.0,0.016300000000000002
2018-07-01,Generation 7.5,0.0172
2018-07-01,Generation 9.0,0.0098
2018-07-01,Generation 8.0,0.0056
2018-07-01,Generation 9.5,0.0102
2018-07-01,Generation 5.75,0.0019
2018-07-01,Tesla 2.0,0.0035
2018-07-01,Maxwell,0.0526
2018-07-01,Kepler 2.0,0.0049
2018-07-01,Tesla,0.0034999999999999996
2018-07-01,Fermi,0.006500000000000001
2018-07-01,Kepler,0.0398
2018-07-01,Pascal,0.3716
2018-07-01,Fermi 2.0,0.0037
2018-07-01,Maxwell 2.0,0.1131
2018-08-01,TeraScale 2,0.0091
2018-08-01,GCN 1.0,0.0229
2018-08-01,TeraScale 3,0.0072
2018-08-01,Unknown,0.2424
2018-08-01,GCN 3.0,0.0036
2018-08-01,GCN 2.0,0.0028
2018-08-01,GCN 4.0,0.0217
2018-08-01,Generation 6.0,0.014
2018-08-01,Generation 7.0,0.0173
2018-08-01,Generation 7.5,0.018500000000000003
2018-08-01,Generation 9.0,0.0107
2018-08-01,Generation 8.0,0.0062
2018-08-01,Generation 9.5,0.0137
2018-08-01,Generation 5.75,0.002
2018-08-01,Tesla 2.0,0.0037
2018-08-01,Maxwell,0.059300000000000005
2018-08-01,Kepler 2.0,0.0053
2018-08-01,Tesla,0.0034999999999999996
2018-08-01,Fermi,0.0066
2018-08-01,Kepler,0.0416
2018-08-01,Pascal,0.3684
2018-08-01,Fermi 2.0,0.004
2018-08-01,Maxwell 2.0,0.1152
2018-09-01,TeraScale 2,0.0084
2018-09-01,GCN 1.0,0.0218
2018-09-01,TeraScale 3,0.0071
2018-09-01,Unknown,0.24019999999999997
2018-09-01,GCN 3.0,0.0034
2018-09-01,GCN 2.0,0.0027
2018-09-01,GCN 4.0,0.0218
